State,REGION,SEX,CITY,Zipcode,DISTRICT,VILLAGE,MARITAL_STATUS,Location,Address type,Ownership,No_of_Active_Loan_In_Bureau,Avg_Disbursement_Amount_Bureau,Non_Agriculture_Income,Total_Land_For_Agriculture,"K022-Village category based on Agri parameters (Good, Average, Poor)",K022-Nearest Mandi Name,K022-Proximity to nearest mandi (Km),K022-Proximity to nearest railway (Km),KO22-Village score based on socio-economic parameters (0 to 100),"K022-Village category based on socio-economic parameters (Good, Average, Poor)",K022-Seasonal Average Rainfall (mm),K022-Ambient temperature (min & max),"R022-Village category based on Agri parameters (Good, Average, Poor)",R022-Seasonal Average Rainfall (mm),R022-Ambient temperature (min & max),K021-Seasonal Average Rainfall (mm),K021-Ambient temperature (min & max),R021-Seasonal Average Rainfall (mm),R021-Ambient temperature (min & max),R020-Seasonal Average Rainfall (mm),R020-Ambient temperature (min & max),Perc_of_house_with_6plus_room,Women_15_19_Mothers_or_Pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_Households_with_Pucca_House_That_Has_More_Than_3_Rooms,mat_roof_Metal_GI_Asbestos_sheets,perc_of_Wall_material_with_Burnt_brick,Households_with_improved_Sanitation_Facility,perc_Households_do_not_have_KCC_With_The_Credit_Limit_Of_50k,K022-Total Geographical Area (in Hectares)-,K022-Net Agri area (in Ha)-,K022-Net Agri area (% of total geog area)-,Kharif Seasons  Irrigated area in 2022,Kharif Seasons  Cropping density in 2022,Kharif Seasons  Agricultural performance in 2022,Kharif Seasons  Agricultural Score in 2022,Kharif Seasons  Type of soil in 2022,Kharif Seasons  Type of water bodies in hectares 2022,Kharif Seasons  Agro Ecological Sub Zone in 2022,Kharif Seasons  Seasonal average groundwater thickness (cm) in 2022,Kharif Seasons  Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons  Season Irrigated area in 2022,Rabi Seasons Cropping density in 2022,Rabi Seasons Agricultural performance in 2022,Rabi Seasons Agricultural Score in 2022,Rabi Seasons Type of soil in 2022,Rabi Seasons Type of water bodies in hectares 2022,Rabi Seasons Agro Ecological Sub Zone in 2022,Rabi Seasons Seasonal average groundwater thickness (cm) in 2022,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons Kharif Season Irrigated area in 2021,Rabi Seasons Cropping density in 2021,Rabi Seasons Agricultural performance in 2021,Rabi Seasons Agricultural Score in 2021,Rabi Seasons Type of soil in 2021,Rabi Seasons Type of water bodies in hectares 2021,Rabi Seasons Agro Ecological Sub Zone in 2021,Rabi Seasons Seasonal average groundwater thickness (cm) in 2021,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2021,Kharif Seasons Cropping density in 2021,Kharif Seasons Agricultural performance in 2021,Kharif Seasons Agricultural Score in 2021,Kharif Seasons Type of soil in 2021,Kharif Seasons Type of water bodies in hectares 2021,Kharif Seasons Agro Ecological Sub Zone in 2021,Kharif Seasons Seasonal average groundwater thickness (cm) in 2021,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2020,Kharif Seasons Cropping density in 2020,Kharif Seasons Agricultural performance in 2020,Kharif Seasons Agricultural Score in 2020,Kharif Seasons Type of soil in 2020,Kharif Seasons Type of water bodies in hectares 2020,Kharif Seasons Agro Ecological Sub Zone in 2020,Kharif Seasons Seasonal average groundwater thickness (cm) in 2020,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2020,Rabi Seasons Kharif Season Irrigated area in 2020,Rabi Seasons Cropping density in 2020,Rabi Seasons Agricultural performance in 2020,Rabi Seasons Agricultural Score in 2020,Rabi Seasons Type of soil in 2020,Rabi Seasons Type of water bodies in hectares 2020,Rabi Seasons Agro Ecological Sub Zone in 2020,Rabi Seasons Seasonal average groundwater thickness (cm) in 2020,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2020, Village score based on socio-economic parameters (Non normalised), Village score based on socio-economic parameters (0 to 100)," Village category based on socio-economic parameters (Good, Average, Poor)", Road density (Km/ SqKm),Pred_RandomForest,Pred_DecisionTree,Pred_KNN,BestModelPred,ClusterLabel
UTTAR PRADESH,NORTH,M,MOHAMMADI,262804.0,KHERI,Dilawarpur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,200000.0,8.0,Poor,Nirmal,7.6,26.8,41.29288818302857,Average,2488.66,24 /29.93,Poor,173.49,20.18 /30.57,1446.66,23.91 /29.56,112.95,20.17 /31.22,360.84,21.06 /30.31,1.66,3.6,84.2,7.29,3.71,65.14,65.6,6.11,2920.73,1910.32,65.41,56.28,49.77,26.71,31.79,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.63,26.14,47.81,64.92,18.8,23.45,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,86.74,15.88,26.85,36.28,29.64,28.48,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,88.8,23.12,47.81,64.92,8.0,17.78,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,88.71,21.58,26.85,36.28,28.27,23.46,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,91.47,28.12,8.16,32.59,24.18,17.66,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,86.36,16.54,27.1720058394235,41.29288818302857,Average,2.54,Low,Low,Medium,Low,2
TELANGANA,SOUTH,M,HUZUR NAGAR,508204.0,SURYAPET,Lingagiri,S,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,240000.0,6.0,Poor,Huzurnagar,4.2,25.0,44.25398898251224,Average,1174.72,25.17 /31.85,Average,66.9,21.57 /31.99,1029.84,25.44 /31.91,119.96,21 /32.07,230.51,22.48 /32.3,0.94,5.86,99.6,4.82,28.56,42.13,76.23,0.73,2674.83,2341.57,87.54,55.68,59.89,11.87,25.62,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,93.6,19.55,95.11,92.91,23.0,34.89,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,90.34,11.66,95.22,96.08,20.73,47.64,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.56,19.74,95.11,92.91,1.01,24.19,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,87.68,11.98,95.22,96.08,32.55,43.06,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,90.72,24.76,63.24,82.52,30.59,31.63,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,88.32,14.76,28.9991196190156,44.25398898251224,Average,3.34,High,High,High,High,1
MADHYA PRADESH,CENTRAL,M,PIPARIYA,461775.0,HOSHANGABAD,Pipariya,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,3.0,396300.0,0.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.9,5.16,97.21,2.77,7.56,54.65,68.38,8.39,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Medium,High,Low,High,1
MADHYA PRADESH,CENTRAL,M,PIPARIYA,461775.0,HOSHANGABAD,Pipariya,M,"22.7486948,78.3504555",Permanent Address,Owned,13.0,321578.0,154000.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.9,5.16,97.21,2.77,7.56,54.65,68.38,8.39,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Low,Medium,Low,Medium,1
MADHYA PRADESH,CENTRAL,M,LAKHNADON,480999.0,SEONI,Pipariya,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,100000.0,12.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,0.0,4.7,99.2,1.86,0.0,24.64,56.2,1.34,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,High,Low,High,Low,1
MADHYA PRADESH,CENTRAL,M,PIPARIYA,461775.0,HOSHANGABAD,Pipariya,S,"23.0066122,78.2378675",Current Address,Owned,0.0,130000.0,100000.0,20.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.9,5.16,97.21,2.77,7.56,54.65,68.38,8.39,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,High,Very High,High,Very High,1
MADHYA PRADESH,CENTRAL,M,LAKHNADON,480999.0,SEONI,Pipariya,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,1.0,40000.0,100000.0,12.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,0.0,4.7,99.2,1.86,0.0,24.64,56.2,1.34,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,High,Low,High,Low,1
BIHAR,EAST,M,BARAHIYA,811302.0,LAKHISARAI,Pipariya,M,"25.2512583,86.1037367",Permanent Address,Owned,2.0,69141.0,400000.0,3.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,4.18,12.65,97.91,4.23,1.18,56.12,51.92,0.63,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Low,High,Low,High,1
MADHYA PRADESH,CENTRAL,M,PIPARIYA,461775.0,HOSHANGABAD,Pipariya,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,76000.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.9,5.16,97.21,2.77,7.56,54.65,68.38,8.39,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Low,Low,Low,Low,1
MADHYA PRADESH,CENTRAL,F,LAKHNADON,480997.0,SEONI,Pipariya,M,"22.6562072,80.1137206",Permanent Address,Parental,4.0,105747.5,1.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,0.21,4.7,99.2,1.81,0.02,33.45,56.2,0.59,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,High,Low,Medium,Low,1
MADHYA PRADESH,CENTRAL,M,GADARWARA,487551.0,NARSIMHAPUR,Pipariya,M,"22.7994683,78.980885",Permanent Address,Owned,3.0,0.0,150000.0,20.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.21,6.5,99.0,2.45,1.49,32.91,77.0,9.38,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,High,High,High,High,1
MADHYA PRADESH,CENTRAL,M,PIPARIYA,461775.0,HOSHANGABAD,Pipariya,M,"22.7487542,78.3531253",Permanent Address,Owned,0.0,130000.0,65000.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.9,5.16,97.21,2.77,7.56,54.65,68.38,8.39,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Medium,Medium,Low,Medium,1
MADHYA PRADESH,CENTRAL,M,BASODA,464221.0,VIDISHA,Pipariya,M,"23.8573353,77.9437026",Permanent Address,Owned,1.0,47900.0,100000.0,5.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,3.02,5.1,98.4,3.52,2.04,28.36,65.1,8.49,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Medium,Low,Medium,Low,1
